label,text,text_length,preprocessed_text,is_spam,u_count,call_count,2_count,get_count,ur_count,go_count,&lt;#&gt;_count,4_count,got_count,like_count,know_count,come_count,free_count,good_count,?_count,want_count,._count,send_count,..._count,time_count
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",109,"['gonna', 'home', 'soon', 'want', 'talk', 'stuff', 'anymore', 'tonight,', 'k?', 'cried', 'enough', 'today.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",136,"['six', 'chances', 'win', 'cash!', '100', '20,000', 'pounds', 'txt>', 'csh11', 'send', '87575.', 'cost', '150p/day,', '6days,', '16+', 'tsandcs', 'apply', 'reply', 'hl', '4', 'info']",True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",155,"['urgent!', '1', 'week', 'free', 'membership', '£100,000', 'prize', 'jackpot!', 'txt', 'word:', 'claim', 'no:', '81010', 't&c', 'www.dbuk.net', 'lccltd', 'pobox', '4403ldnw1a7rw18']",True,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,196,"['searching', 'right', 'words', 'thank', 'breather.', 'promise', 'wont', 'take', 'help', 'granted', 'fulfil', 'promise.', 'wonderful', 'blessing', 'times.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,I HAVE A DATE ON SUNDAY WITH WILL!!,35,"['date', 'sunday', 'will!!']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",149,"['xxxmobilemovieclub:', 'use', 'credit,', 'click', 'wap', 'link', 'next', 'txt', 'message', 'click', 'here>>', 'http://wap.', 'xxxmobilemovieclub.com?n=qjkgighjjgcbl']",True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Oh k...i'm watching here:),26,"['oh', ""k...i'm"", 'watching', 'here:)']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,81,"['eh', 'u', 'remember', '2', 'spell', 'name...', 'yes', 'did.', 'v', 'naughty', 'make', 'v', 'wet.']",False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Fine if thats the way u feel. Thats the way its gota b,56,"['fine', 'that\x92s', 'way', 'u', 'feel.', 'that\x92s', 'way', 'gota', 'b']",False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",155,"['england', 'v', 'macedonia', '-', 'dont', 'miss', 'goals/team', 'news.', 'txt', 'ur', 'national', 'team', '87077', 'eg', 'england', '87077', 'try:wales,', 'scotland', '4txt/ú1.20', 'poboxox36504w45wq', '16+']",True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Is that seriously how you spell his name?,41,"['seriously', 'spell', 'name?']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,I‘m going to try for 2 months ha ha only joking,47,"['i‘m', 'going', 'try', '2', 'months', 'ha', 'ha', 'joking']",False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,So ü pay first lar... Then when is da stock comin...,52,"['ü', 'pay', 'first', 'lar...', 'da', 'stock', 'comin...']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,88,"['aft', 'finish', 'lunch', 'go', 'str', 'lor.', 'ard', '3', 'smth', 'lor.', 'u', 'finish', 'ur', 'lunch', 'already?']",False,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Ffffffffff. Alright no way I can meet up with you sooner?,57,"['ffffffffff.', 'alright', 'way', 'meet', 'sooner?']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,144,"['forced', 'eat', 'slice.', 'really', 'hungry', 'tho.', 'sucks.', 'mark', 'getting', 'worried.', 'knows', 'sick', 'turn', 'pizza.', 'lol']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Lol your always so convincing.,30,"['lol', 'always', 'convincing.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,134,"['catch', 'bus', '?', 'frying', 'egg', '?', 'make', 'tea?', 'eating', ""mom's"", 'left', 'dinner', '?', 'feel', 'love', '?']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room",75,"['back', '&amp;', 'packing', 'car', 'now,', 'let', 'know', ""there's"", 'room']",False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,64,"['ahhh.', 'work.', 'vaguely', 'remember', 'that!', 'feel', 'like?', 'lol']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",130,"['wait', ""that's"", 'still', 'clear,', 'sure', 'sarcastic', ""that's"", 'x', 'want', 'live', 'us']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,189,"['yeah', 'got', '2', 'v', 'apologetic.', 'n', 'fallen', 'actin', 'like', 'spoilt', 'child', 'got', 'caught', 'that.', 'till', '2!', 'go', 'there!', 'badly', 'cheers.', 'you?']",False,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0
ham,K tell me anything about you.,29,"['k', 'tell', 'anything', 'you.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa,84,"['fear', 'fainting', 'housework', 'did?', 'quick', 'cuppa']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,158,"['thanks', 'subscription', 'ringtone', 'uk', 'mobile', 'charged', '£5/month', 'please', 'confirm', 'replying', 'yes', 'no.', 'reply', 'charged']",True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,122,"['yup...', 'ok', 'go', 'home', 'look', 'timings', 'msg', 'ü', 'again...', 'xuhui', 'going', 'learn', '2nd', 'may', 'lesson', '8am']",False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Oops, I'll let you know when my roommate's done",47,"['oops,', 'let', 'know', ""roommate's"", 'done']",False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ham,I see the letter B on my car,28,"['see', 'letter', 'b', 'car']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Anything lor... U decide...,27,"['anything', 'lor...', 'u', 'decide...']",False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,155,"['hello!', ""how's"", 'saturday', 'go?', 'texting', 'see', 'decided', 'anything', 'tomo.', 'trying', 'invite', 'anything!']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,82,"['pls', 'go', 'ahead', 'watts.', 'wanted', 'sure.', 'great', 'weekend.', 'abiola']",False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",142,"['forget', 'tell', '?', 'want', ',', 'need', 'you,', 'crave', '...', '...', 'love', 'sweet', 'arabian', 'steed', '...', 'mmmmmm', '...', 'yummy']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,172,"['07732584351', '-', 'rodger', 'burns', '-', 'msg', '=', 'tried', 'call', 'reply', 'sms', 'free', 'nokia', 'mobile', '+', 'free', 'camcorder.', 'please', 'call', '08000930705', 'delivery', 'tomorrow']",True,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ham,WHO ARE YOU SEEING?,19,['seeing?'],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,72,"['great!', 'hope', 'like', 'man', 'well', 'endowed.', '&lt;#&gt;', 'inches...']",False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ham,No calls..messages..missed calls,32,"['calls..messages..missed', 'calls']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Didn't you get hep b immunisation in nigeria.,45,"['get', 'hep', 'b', 'immunisation', 'nigeria.']",False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Fair enough, anything going on?",31,"['fair', 'enough,', 'anything', 'going', 'on?']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",67,"['yeah', 'hopefully,', 'tyler', ""can't"", 'could', 'maybe', 'ask', 'around', 'bit']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,148,"['u', 'know', 'stubborn', 'am.', 'even', 'want', 'go', 'hospital.', 'kept', 'telling', 'mark', 'weak', 'sucker.', 'hospitals', 'weak', 'suckers.']",False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ham,What you thinked about me. First time you saw me in class.,58,"['thinked', 'me.', 'first', 'time', 'saw', 'class.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",124,"['gram', 'usually', 'runs', 'like', '&lt;#&gt;', ',', 'half', 'eighth', 'smarter', 'though', 'gets', 'almost', 'whole', 'second', 'gram', '&lt;#&gt;']",False,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,80,"['k', 'fyi', 'x', 'ride', 'early', 'tomorrow', 'morning', 'crashing', 'place', 'tonight']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",289,"['wow.', 'never', 'realized', 'embarassed', 'accomodations.', 'thought', 'liked', 'it,', 'since', 'best', 'could', 'always', 'seemed', 'happy', '""the', 'cave"".', 'sorry', 'give.', 'sorry', 'offered.', 'sorry', 'room', 'embarassing.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,120,"['sms.', 'ac', 'sptv:', 'new', 'jersey', 'devils', 'detroit', 'red', 'wings', 'play', 'ice', 'hockey.', 'correct', 'incorrect?', 'end?', 'reply', 'end', 'sptv']",True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,76,"['know', 'mallika', 'sherawat', 'yesterday?', 'find', '@', '&lt;url&gt;']",False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",161,"['congrats!', '1', 'year', 'special', 'cinema', 'pass', '2', 'yours.', 'call', '09061209465', 'now!', 'c', 'suprman', 'v,', 'matrix3,', 'starwars3,', 'etc', '4', 'free!', 'bx420-ip4-5we.', '150pm.', 'dont', 'miss', 'out!']",True,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Sorry, I'll call later in meeting.",34,"['sorry,', 'call', 'later', 'meeting.']",False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Tell where you reached,22,"['tell', 'reached']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Yes..gauti and sehwag out of odi series.,40,"['yes..gauti', 'sehwag', 'odi', 'series.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,108,"['gonna', 'pick', '$1', 'burger', 'way', 'home.', ""can't"", 'even', 'move.', 'pain', 'killing', 'me.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Ha ha ha good joke. Girls are situation seekers.,48,"['ha', 'ha', 'ha', 'good', 'joke.', 'girls', 'situation', 'seekers.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ham,Its a part of checking IQ,25,"['part', 'checking', 'iq']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Sorry my roommates took forever, it ok if I come by now?",56,"['sorry', 'roommates', 'took', 'forever,', 'ok', 'come', 'now?']",False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,110,"['ok', 'lar', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'already', 'said', 'wun', 'cut', 'v', 'short.', 'said', 'cut', 'look', 'nice.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",152,"['valued', 'customer,', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'no.', 'awarded', '£1500', 'bonus', 'prize,', 'call', '09066364589']",True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",122,"['today', '""song', 'dedicated', 'day..""', 'song', 'u', 'dedicate', 'me?', 'send', 'ur', 'valuable', 'frnds', 'first', 'rply', 'me...']",False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",159,"['urgent', 'ur', 'awarded', 'complimentary', 'trip', 'eurodisinc', 'trav,', 'aco&entry41', '£1000.', 'claim', 'txt', 'dis', '87121', '18+6*£1.50(morefrmmob.', 'shracomorsglsuplt)10,', 'ls1', '3aj']",True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",78,"['hear', 'new', '""divorce', 'barbie""?', 'comes', ""ken's"", 'stuff!']",True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,I plane to give on this month end.,34,"['plane', 'give', 'month', 'end.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Wah lucky man... Then can save money... Hee...,46,"['wah', 'lucky', 'man...', 'save', 'money...', 'hee...']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Finished class where are you.,29,"['finished', 'class', 'you.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,45,"['hi', 'babe', 'im', 'home', 'wanna', 'something?', 'xx']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,K..k:)where are you?how did you performed?,42,"['k..k:)where', 'you?how', 'performed?']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,U can call me now...,20,"['u', 'call', 'now...']",False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,I am waiting machan. Call me once you free.,43,"['waiting', 'machan.', 'call', 'free.']",False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,73,"['thats', 'cool.', 'gentleman', 'treat', 'dignity', 'respect.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,I like you peoples very much:) but am very shy pa.,50,"['like', 'peoples', 'much:)', 'shy', 'pa.']",False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ham,Does not operate after  &lt;#&gt;  or what,42,"['operate', '&lt;#&gt;']",False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,76,"['here.', 'still', 'looking', 'job.', 'much', ""ta's"", 'earn', 'there.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Sorry, I'll call later",22,"['sorry,', 'call', 'later']",False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,K. Did you call me just now ah? ,32,"['k.', 'call', 'ah?']",False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Ok i am on the way to home hi hi,32,"['ok', 'way', 'home', 'hi', 'hi']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,You will be in the place of that man,36,"['place', 'man']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Yup next stop.,14,"['yup', 'next', 'stop.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"I call you later, don't have network. If urgnt, sms me.",55,"['call', 'later,', 'network.', 'urgnt,', 'sms', 'me.']",False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,121,"['real', 'u', 'getting', 'yo?', 'need', '2', 'tickets', 'one', 'jacket', 'done.', 'already', 'used', 'multis.']",False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,144,"['yes', 'started', 'send', 'requests', 'make', 'pain', 'came', 'back', 'back', 'bed.', 'double', 'coins', 'factory', 'too.', 'gotta', 'cash', 'nitros.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ham,I'm really not up to it still tonight babe,42,"['really', 'still', 'tonight', 'babe']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Ela kano.,il download, come wen ur free..",41,"['ela', 'kano.,il', 'download,', 'come', 'wen', 'ur', 'free..']",False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ham,Yeah do! Don‘t stand to close tho- you‘ll catch something!,58,"['yeah', 'do!', 'don‘t', 'stand', 'close', 'tho-', 'you‘ll', 'catch', 'something!']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,195,"['sorry', 'pain.', 'ok', 'meet', 'another', 'night?', 'spent', 'late', 'afternoon', 'casualty', 'means', 'done', 'stuff42moro', 'includes', 'time', 'sheets', 'that.', 'sorry.']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,141,"['smile', 'pleasure', 'smile', 'pain', 'smile', 'trouble', 'pours', 'like', 'rain', 'smile', 'sum1', 'hurts', 'u', 'smile', 'becoz', 'someone', 'still', 'loves', 'see', 'u', 'smiling!!']",False,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,137,"['please', 'call', 'customer', 'service', 'representative', '0800', '169', '6031', '10am-9pm', 'guaranteed', '£1000', 'cash', '£5000', 'prize!']",True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,107,"['havent', 'planning', 'buy', 'later.', 'check', 'already', 'lido', 'got', '530', 'show', 'e', 'afternoon.', 'u', 'finish', 'work', 'already?']",False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",158,"['free', 'ringtone', 'waiting', 'collected.', 'simply', 'text', 'password', '""mix""', '85069', 'verify.', 'get', 'usher', 'britney.', 'fml,', 'po', 'box', '5249,', 'mk17', '92h.', '450ppw', '16']",True,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ham,Watching telugu movie..wat abt u?,33,"['watching', 'telugu', 'movie..wat', 'abt', 'u?']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,i see. When we finish we have loads of loans to pay,51,"['see.', 'finish', 'loads', 'loans', 'pay']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",178,"['hi.', 'wk', 'ok', '-', 'hols', 'now!', 'yes', 'bit', 'run.', 'forgot', 'hairdressers', 'appointment', 'four', 'need', 'get', 'home', 'n', 'shower', 'beforehand.', 'cause', 'prob', 'u?""']",False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ham,I see a cup of coffee animation,31,"['see', 'cup', 'coffee', 'animation']",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
